City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,alakurtti,66.9672,30.3491,6.86,83,39,0.38,RU,1688946269
364,thunder bay,48.4001,-89.3168,22.99,60,75,3.6,CA,1688946269
365,bodaybo,57.8506,114.1933,23.64,58,51,0.76,RU,1688946270
366,prince george,53.9166,-122.753,31.81,32,0,0.45,CA,1688946270
367,belyy yar,53.6039,91.3903,17.94,77,0,2.0,RU,1688946270
368,nova xavantina,-14.6667,-52.35,23.07,36,7,0.98,BR,1688946271
369,penzance,50.1186,-5.5371,17.65,89,75,8.41,GB,1688946271
370,turiacu,-1.6633,-45.3717,23.44,96,31,1.52,BR,1688946271
371,baracoa,20.3467,-74.4958,27.24,84,52,1.77,CU,1688946271
372,poronaysk,49.2167,143.1167,16.91,89,80,2.6,RU,1688946272
373,puerto cabello,10.4731,-68.0125,29.75,85,28,5.4,VE,1688946272
374,gisborne,-38.6533,178.0042,12.19,89,100,3.76,NZ,1688946016
375,kota bharu,6.1333,102.2386,23.97,100,20,1.54,MY,1688946273
376,luderitz,-26.6481,15.1594,12.26,56,0,7.01,NA,1688946274
377,gunjur,13.2019,-16.7339,27.04,83,20,2.57,GM,1688946274
378,kill devil hills,36.0307,-75.676,24.01,92,75,0.0,US,1688946274
379,nizhneudinsk,54.9076,99.0276,18.42,86,85,0.99,RU,1688946247
380,ta`u,-14.2336,-169.5144,27.6,80,45,6.02,AS,1688946275
381,pikeville,37.4793,-82.5188,23.96,95,75,0.0,US,1688946275
382,hammerfest,70.6634,23.6821,8.25,81,25,1.03,NO,1688946275
383,china,25.7,-99.2333,37.51,36,1,11.86,MX,1688946275
384,maymana,35.9214,64.7836,24.21,22,0,1.86,AF,1688946275
385,tidjikja,18.5564,-11.4271,34.43,24,30,3.66,MR,1688946276
386,stantsiya novyy afon,43.0806,40.8383,21.13,90,100,2.39,GE,1688946276
387,tsiombe,-25.3,45.4833,19.03,74,29,1.56,MG,1688946276
388,bubaque,11.2833,-15.8333,27.7,83,91,4.99,GW,1688946276
389,sheridan,44.8333,-106.9173,29.14,36,0,1.54,US,1688946277
390,reyes,-14.3167,-67.3833,25.12,70,17,0.88,BO,1688946277
391,enewetak,11.3474,162.3373,28.07,80,100,6.01,MH,1688946277
392,waveland,30.2869,-89.3762,28.99,79,40,0.0,US,1688946277
393,mandera,3.9366,41.867,25.41,63,43,7.29,KE,1688946277
394,usinsk,65.9939,57.5281,7.31,87,100,4.52,RU,1688946278
395,labasa,-16.4167,179.3833,27.77,54,73,2.22,FJ,1688946278
396,xining,36.6167,101.7667,19.67,63,96,1.04,CN,1688946257
397,yinchuan,38.4681,106.2731,29.66,25,98,1.7,CN,1688946278
398,guerrero negro,27.9769,-114.0611,21.3,64,6,7.62,MX,1688946279
399,laishevo,55.4046,49.5504,26.12,69,100,4.14,RU,1688946279
400,sao vicente,-23.9631,-46.3919,21.66,26,100,2.87,BR,1688946280
401,howard springs,-12.497,131.047,24.95,78,75,4.27,AU,1688946280
402,okhotsk,59.3833,143.3,16.64,62,98,4.47,RU,1688946280
403,porto novo,6.4965,2.6036,25.9,93,100,2.13,BJ,1688946127
404,camana,-16.6228,-72.7111,17.42,83,19,4.02,PE,1688946067
405,soio,-6.1349,12.3689,20.61,88,47,2.45,AO,1688946281
406,mariehamn,60.0973,19.9348,14.9,100,0,1.03,AX,1688946070
407,la'ie,21.6477,-157.9253,28.98,62,73,2.24,US,1688946282
408,ancud,-41.8697,-73.8203,6.82,78,15,1.09,CL,1688946282
409,xique xique,-10.8217,-42.7311,26.07,49,21,2.36,BR,1688946283
410,kencong,-8.2833,113.3667,23.51,88,54,0.73,ID,1688946284
411,kapit,2.0167,112.9333,24.37,97,93,0.46,MY,1688946284
412,sipalay,9.75,122.5,27.6,80,90,1.55,PH,1688946284
413,kalkaman,51.9525,76.0211,20.75,55,89,2.5,KZ,1688946284
414,anna regina,7.2644,-58.5077,26.2,83,9,2.8,GY,1688946284
415,tazacorte,28.629,-17.9293,22.54,94,0,3.6,ES,1688946285
416,necochea,-38.5473,-58.7368,8.09,78,38,4.29,AR,1688946285
417,kolonia,50.9333,6.95,21.36,82,75,0.51,DE,1688946285
418,mawlaik,23.6333,94.4167,25.14,98,100,0.41,MM,1688946285
419,lorengau,-2.0226,147.2712,27.7,80,97,3.85,PG,1688946285
420,aksu,41.1231,80.2644,23.54,36,73,0.77,CN,1688946286
421,nuuk,64.1835,-51.7216,11.34,71,100,1.54,GL,1688946286
422,altagracia de orituco,9.8601,-66.3814,22.61,95,39,1.91,VE,1688946286
423,san luis,-33.295,-66.3356,10.18,92,62,4.02,AR,1688946248
424,martapura,-3.4167,114.85,24.05,100,14,0.51,ID,1688946287
425,vallenar,-28.5708,-70.7581,15.41,41,100,1.33,CL,1688946287
426,rio gallegos,-51.6226,-69.2181,-0.97,93,75,5.66,AR,1688946287
427,astanajapura,-6.8017,108.6311,25.66,84,57,2.35,ID,1688946288
428,sungai penuh,-2.0833,101.3833,18.29,96,99,1.36,ID,1688946288
429,kyaikto,17.3,97.0167,25.87,90,100,0.83,MM,1688946288
430,woodland park,40.8898,-74.1949,24.85,92,75,4.63,US,1688946289
431,quang ngai,15.1167,108.8,26.97,76,84,1.54,VN,1688946254
432,gaoual,11.75,-13.2,25.16,92,100,1.55,GN,1688946289
433,kangiwa,12.5521,3.8187,28.35,63,84,5.21,NG,1688946289
434,holualoa,19.6228,-155.9522,25.91,72,75,5.14,US,1688946066
435,kuanda,56.3161,116.0806,24.11,53,83,1.51,RU,1688946290
436,nichinan,31.6,131.3667,28.82,77,28,3.67,JP,1688946290
437,aksuat,48.7167,83.7,17.33,49,2,2.2,KZ,1688946290
438,pizarro,4.9533,-77.366,26.82,84,13,2.25,CO,1688946290
439,cheremshan,54.6667,51.5,22.82,59,100,5.41,RU,1688946290
440,salinas,36.6777,-121.6555,26.12,65,0,6.17,US,1688946291
441,ingeniero jacobacci,-41.3427,-69.5448,1.3,70,44,4.14,AR,1688946291
442,gua musang,4.8823,101.9644,23.42,99,100,0.55,MY,1688946291
443,brookings,44.3114,-96.7984,27.28,51,0,7.2,US,1688946292
444,leova,46.4786,28.2553,17.95,68,9,2.04,MD,1688946292
445,coahuayana de hidalgo,18.7,-103.6583,29.47,72,78,2.28,MX,1688946292
446,dawesville,30.9224,-84.0091,27.98,90,0,2.57,US,1688946292
447,yatou,37.15,122.3833,28.46,61,0,0.22,CN,1688946293
448,island harbour,50.724,-1.2758,16.07,90,83,5.08,GB,1688946293
449,nadym,65.5333,72.5167,11.11,96,100,3.71,RU,1688946293
450,yeppoon,-23.1333,150.7333,19.03,47,25,3.19,AU,1688946293
451,nuriootpa,-34.4833,139.0,11.42,67,87,4.81,AU,1688946293
452,saint-valery-en-caux,49.8667,0.7333,12.64,88,52,2.68,FR,1688946294
453,saratovskaya,44.7103,39.2244,20.44,88,100,2.91,RU,1688946294
454,bartica,6.4,-58.6167,28.18,97,15,1.34,GY,1688946294
455,tashtagol,52.7657,87.8894,14.49,95,39,0.76,RU,1688946294
456,mayya,61.7333,130.2811,18.62,51,93,3.57,RU,1688946295
457,aqadyr,48.2553,72.8483,18.52,43,15,2.12,KZ,1688946295
458,smithers,54.7804,-127.1743,23.18,68,75,3.09,CA,1688946295
459,ayaviri,-14.8864,-70.5889,8.07,23,1,1.08,PE,1688946295
460,murghob,38.1702,73.9667,9.44,41,100,1.5,TJ,1688946296
461,ardestan,33.3761,52.3694,28.61,14,0,1.52,IR,1688946296
462,novoselitskoye,44.7508,43.4369,19.92,90,100,3.03,RU,1688946296
463,sechura,-5.5569,-80.8222,23.72,72,16,7.54,PE,1688946296
464,ketchikan,55.3422,-131.6461,18.26,68,20,6.17,US,1688946296
465,muborak,39.2553,65.1528,26.9,25,0,6.43,UZ,1688946297
466,gadzhiyevo,69.2551,33.3362,5.27,85,33,1.16,RU,1688946297
467,severo-yeniseyskiy,60.3725,93.0408,15.69,98,100,2.83,RU,1688946297
468,vernon,50.2581,-119.2691,31.34,88,42,3.09,CA,1688946298
469,broken hill,-31.95,141.4333,11.41,65,0,0.61,AU,1688946080
470,dubbo,-32.25,148.6167,12.07,66,100,3.6,AU,1688946298
471,khandud,36.9513,72.318,12.13,49,98,0.62,AF,1688946298
472,aoulef,26.9667,1.0833,35.71,6,0,5.64,DZ,1688946298
473,amqui,48.4638,-67.4313,21.11,91,90,1.68,CA,1688946299
474,kanaya,34.8167,138.1333,27.71,83,20,5.66,JP,1688946299
475,dawei,14.0833,98.2,25.12,91,100,1.07,MM,1688946299
476,pitimbu,-7.4706,-34.8086,25.33,82,1,3.85,BR,1688946300
477,mokhsogollokh,61.4681,128.9203,21.46,46,66,4.51,RU,1688946300
478,mudgee,-32.5943,149.5871,10.44,64,0,2.71,AU,1688946300
479,kalmunai,7.4167,81.8167,26.13,81,100,2.2,LK,1688946300
480,fiche,9.8,38.7333,10.87,85,100,1.5,ET,1688946301
481,gomez farias,23.05,-99.15,31.85,57,7,3.63,MX,1688946301
482,calvinia,-31.4707,19.776,2.68,75,3,2.26,ZA,1688946301
483,kapuskasing,49.4169,-82.4331,22.05,43,75,5.14,CA,1688946301
484,riachao,-7.3619,-46.6172,28.76,37,74,0.49,BR,1688946302
485,notodden,59.5594,9.2585,17.06,78,91,0.64,NO,1688946302
486,stornoway,58.2093,-6.3865,13.38,88,5,0.51,GB,1688946302
487,pornic,47.1167,-2.1,16.21,93,27,2.57,FR,1688946302
488,tiszafoldvar,46.9833,20.25,22.01,63,0,3.09,HU,1688946303
489,kenai,60.5544,-151.2583,15.05,67,40,7.2,US,1688946048
490,sainyabuli,19.25,101.75,23.66,88,100,0.1,LA,1688946303
491,tadine,-21.55,167.8833,21.77,51,45,4.4,NC,1688946304
492,homer,59.6425,-151.5483,15.94,55,0,5.66,US,1688946304
493,north battleford,52.7834,-108.2847,28.56,44,0,6.17,CA,1688946304
494,palikir - national government center,6.9248,158.1611,30.47,74,75,1.54,FM,1688946304
495,chernyshevskiy,63.0128,112.4714,21.89,52,99,2.15,RU,1688946304
496,port augusta,-32.5,137.7667,13.02,62,52,2.77,AU,1688946305
497,lapeer,43.0514,-83.3188,25.88,47,0,1.54,US,1688946305
498,tsetserleg,47.475,101.4542,13.14,96,100,1.28,MN,1688946305
499,biloela,-24.4167,150.5,17.76,38,80,5.52,AU,1688946305
500,nhamunda,-2.1861,-56.7131,26.52,72,58,0.19,BR,1688946306
501,karratha,-20.7377,116.8463,18.2,36,11,7.22,AU,1688946306
502,huilong,31.8111,121.655,27.51,87,81,3.49,CN,1688946306
503,brokopondo,4.75,-55.1667,25.73,86,41,3.13,SR,1688946306
504,waimanalo,21.35,-157.7208,28.95,63,75,6.17,US,1688946306
505,lucheng,31.2336,117.2806,26.04,91,82,4.09,CN,1688946307
506,puerto madero,14.7208,-92.4215,26.17,84,95,4.84,MX,1688946307
507,la gomera,14.0833,-91.05,27.88,81,100,1.84,GT,1688946307
508,tuba city,36.135,-111.2399,34.53,12,51,10.83,US,1688946307
509,mukalla,14.5425,49.1242,30.46,78,72,3.93,YE,1688946308
510,stewartville,43.8555,-92.4885,26.99,43,0,6.69,US,1688946308
511,lata,40.1629,-8.3327,13.07,92,2,1.17,PT,1688946308
512,sao miguel do araguaia,-13.275,-50.1628,24.69,30,12,1.75,BR,1688946308
513,kasane,-17.8167,25.15,14.28,34,0,4.06,BW,1688946308
514,djougou,9.7085,1.666,22.61,92,100,2.25,BJ,1688946309
515,ngereklmadel,7.4883,134.4856,25.05,94,100,2.06,PW,1688946309
516,port saint john's,-31.6229,29.5448,13.93,74,90,8.75,ZA,1688946309
517,revda,56.801,59.9303,17.77,88,98,1.67,RU,1688946134
518,shanhecun,44.7,127.2,22.59,81,100,3.2,CN,1688946309
519,dudinka,69.4058,86.1778,10.9,77,100,5.21,RU,1688946293
520,zouerate,22.7187,-12.4521,32.89,18,6,7.82,MR,1688946310
521,pokhara,28.2333,83.9833,23.27,92,95,0.86,NP,1688946310
522,la passe,45.5549,-0.8967,18.32,88,66,2.5,FR,1688946310
523,lakhtar,22.85,71.7833,26.93,89,100,4.53,IN,1688946310
524,harstad,68.799,16.5293,12.11,100,74,0.89,NO,1688946311
525,patong,7.8961,98.2966,28.34,99,100,4.16,TH,1688946311
526,udobnaya,44.1932,41.5529,17.42,94,100,1.65,RU,1688946311
527,kualakapuas,-3.0091,114.3876,25.0,85,36,1.5,ID,1688946311
528,bayanhongor,46.7167,100.1167,15.49,61,84,2.38,MN,1688946311
529,mili,6.0815,171.735,28.11,77,80,7.51,MH,1688946196
530,marka,1.7159,44.7717,24.85,84,73,7.96,SO,1688946313
531,papao,-17.75,-149.55,27.82,83,87,11.53,PF,1688946313
532,yuanping,38.7153,112.7575,26.58,33,98,0.27,CN,1688946313
533,dzuunmod,48.2199,97.3744,14.14,69,81,1.17,MN,1688946313
534,stephenville,32.2207,-98.2023,36.53,38,0,3.09,US,1688946314
535,zheleznogorsk-ilimskiy,56.5768,104.1217,16.71,95,100,1.94,RU,1688946314
536,mejit,10.2753,170.8646,28.39,78,99,8.21,MH,1688946314
537,dalnegorsk,44.5604,135.5701,27.67,46,97,1.21,RU,1688946314
538,sidi okba,34.7451,5.8983,40.16,12,0,7.72,DZ,1688946128
539,glendive,47.1053,-104.7125,33.79,22,0,5.66,US,1688946315
540,totness,5.8833,-56.3167,25.16,89,62,3.02,SR,1688946315
541,selfoss,63.9331,-20.9971,13.36,80,97,2.55,IS,1688946315
542,san felipe,10.3399,-68.7425,22.86,98,47,0.93,VE,1688946315
543,chegdomyn,51.1167,133.0167,24.78,63,82,0.39,RU,1688946315
544,minab,27.1467,57.0801,31.82,67,0,1.03,IR,1688946316
545,juan l. lacaze,-34.4333,-57.4167,13.99,94,86,1.83,UY,1688946316
546,itaituba,-4.2761,-55.9836,27.16,64,46,0.11,BR,1688946035
547,murun-kuren,49.6342,100.1625,16.85,72,97,0.59,MN,1688946316
548,kristiansund,63.1115,7.732,16.36,77,63,1.54,NO,1688946316
549,farshut,26.0549,32.1633,29.05,30,4,5.51,EG,1688946317
550,pearsall,28.8922,-99.095,40.9,24,3,6.2,US,1688946317
551,hami,42.8,93.45,26.56,35,99,5.67,CN,1688946317
552,deqen,29.9618,90.7188,12.8,82,100,1.03,CN,1688946317
553,ashburton,-37.8626,145.0794,13.68,73,100,2.68,AU,1688946319
554,floro,61.5996,5.0328,19.04,82,64,0.51,NO,1688946319
555,watford city,47.8022,-103.2832,32.92,22,0,7.2,US,1688946319
